DE,bit_pos,SHCOARSE,ABSENT,DE TIME,EGY,MODE,TOF0,TOF1,TOF2,TOF3,CKSM,POS
681,30861,460400745,10,3853,7,1,65535,114,65535,65535,255,1
682,30890,460400745,13,3631,7,0,65535,65535,102,65535,255,255
683,30939,460400745,0,2145,7,1,154,65535,96,66,10,255
684,30971,460400745,6,2959,7,1,152,65535,65535,65535,255,0
685,31000,460400745,13,1634,7,0,65535,65535,96,65535,255,255
686,31031,460400745,10,3846,7,1,65535,62,65535,65535,255,0
687,31063,460400745,6,1911,7,1,24,65535,65535,65535,255,2
688,31092,460400745,13,2707,7,0,65535,65535,102,65535,255,255
689,31124,460400745,6,3505,7,1,8,65535,65535,65535,255,2
690,31156,460400745,6,2340,7,1,16,65535,65535,65535,255,2
691,31185,460400745,13,3869,7,0,65535,65535,926,65535,255,255
692,31214,460400745,13,3791,7,0,65535,65535,76,65535,255,255
693,31245,460400745,10,3325,7,1,65535,142,65535,65535,255,0
694,31294,460400745,0,3084,7,1,140,65535,78,66,8,255
695,31348,460400745,0,3233,7,0,848,464,480,68,255,255
696,31380,460400745,6,3929,7,1,14,65535,65535,65535,255,2
697,31412,460400745,6,3587,7,1,154,65535,65535,65535,255,0
698,31461,460400745,0,3381,7,1,180,65535,110,40,10,255
699,31510,460400745,0,3420,7,1,158,65535,78,42,8,255
700,31559,460400745,0,2719,7,1,138,65535,76,66,8,255
701,31608,460400745,0,3424,7,1,162,65535,90,76,6,255
702,31657,460400745,0,4065,7,1,156,65535,114,68,10,255
703,31706,460400745,0,3170,7,1,142,65535,100,68,10,255
704,31755,460400745,0,2072,7,1,172,65535,104,42,10,255
705,31809,460400745,0,3850,7,0,1256,840,514,68,255,255
706,31858,460400745,0,2723,7,1,164,65535,86,50,8,255
707,31907,460400745,0,3849,7,1,180,65535,106,48,10,255
708,31961,460400745,0,3161,7,0,1194,798,484,58,255,255
709,32010,460400745,0,3686,1,1,174,65535,108,68,6,255
710,32059,460400745,0,3790,1,1,188,65535,110,46,10,255
711,32113,460400745,0,3858,1,0,1072,692,474,64,255,255
712,32162,460400745,0,3957,1,1,180,65535,110,42,12,255
713,32191,460400745,13,3016,1,0,65535,65535,84,65535,255,255
714,32223,460400745,6,3879,1,1,16,65535,65535,65535,255,2
715,32277,460400745,0,3819,1,0,746,348,490,68,255,255
716,32309,460400745,6,3995,1,1,174,65535,65535,65535,255,0
717,32363,460400745,0,4016,1,0,858,498,456,70,255,255
718,32412,460400745,0,3887,1,1,188,65535,112,44,10,255
719,32444,460400745,6,4022,1,1,164,65535,65535,65535,255,0
720,32473,460400745,13,4048,1,0,65535,65535,106,65535,255,255
721,32527,460400745,0,3727,1,0,1110,668,516,40,255,255
722,32576,460400745,0,3651,1,1,168,65535,114,68,6,255
723,32605,460400745,13,3371,1,0,65535,65535,108,65535,255,255
724,32692,460400745,0,3014,1,1,156,65535,92,66,10,255
725,32741,460400745,0,3394,1,1,144,65535,90,68,10,255
726,32790,460400745,0,3341,1,1,188,65535,118,44,10,255
727,32839,460400745,0,3434,1,1,184,65535,110,42,10,255
728,32893,460400745,0,2678,1,0,904,572,426,66,255,255
729,32942,460400745,0,3614,1,1,184,65535,112,42,10,255
730,32991,460400745,0,3170,1,1,154,65535,110,68,8,255
731,33040,460400745,0,4028,1,1,170,65535,102,46,12,255
732,33089,460400745,0,3463,1,1,162,65535,94,40,10,255
733,33138,460400745,0,3639,1,1,172,65535,100,44,12,255
734,33192,460400745,0,3397,1,0,1204,306,978,52,255,255
735,33241,460400745,0,2833,1,1,156,65535,86,72,6,255
736,33290,460400745,0,2595,1,1,178,65535,118,50,10,255
737,33339,460400745,0,3635,1,1,160,65535,102,70,8,255
738,33388,460400745,0,3565,1,1,164,65535,106,68,8,255
739,33437,460400745,0,3633,1,1,184,65535,112,42,10,255
740,33486,460400745,0,3968,1,1,184,65535,104,46,12,255
741,33535,460400745,0,3467,1,1,150,65535,80,70,6,255
742,33589,460400745,0,3928,1,0,1014,620,490,68,255,255
743,33638,460400745,0,4094,1,1,176,65535,108,72,6,255
744,33687,460400745,0,3957,1,1,182,65535,114,44,10,255
745,33736,460400745,0,2516,1,1,184,65535,106,42,12,255
746,33785,460400745,0,4088,1,1,156,65535,98,76,6,255
747,33834,460400745,0,2977,1,1,166,65535,106,72,8,255
748,33865,460400745,10,3283,1,1,65535,44,65535,65535,255,0
749,33914,460400745,0,3286,1,1,168,65535,96,48,12,255
750,33963,460400745,0,2067,1,1,144,65535,76,68,10,255
751,33992,460400745,13,3777,1,0,65535,65535,104,65535,255,255
752,34041,460400745,0,3779,1,1,152,65535,96,68,10,255
753,34090,460400745,0,3619,1,1,158,65535,92,68,8,255
754,34139,460400745,0,4038,1,1,180,65535,102,42,10,255
755,34171,460400745,6,3669,1,1,160,65535,65535,65535,255,0
756,34225,460400745,0,1385,1,0,972,582,482,62,255,255
757,34254,460400745,13,3905,1,0,65535,65535,102,65535,255,255
758,34283,460400745,13,3658,1,0,65535,65535,104,65535,255,255
759,34332,460400745,0,3369,1,1,164,65535,98,68,10,255
760,34381,460400745,0,4056,1,1,152,65535,102,64,10,255
761,34430,460400745,0,3740,1,1,152,65535,90,64,10,255
762,34461,460400745,10,4000,1,1,65535,60,65535,65535,255,1
763,34493,460400745,6,40,1,1,190,65535,65535,65535,255,1
764,34525,460400745,6,4019,1,1,908,65535,65535,65535,255,1
765,34574,460400745,0,3690,2,1,166,65535,116,68,8,255
766,34623,460400745,0,3080,2,1,162,65535,112,68,10,255
767,34654,460400745,10,3975,2,1,65535,36,65535,65535,255,1
768,34703,460400745,0,2509,2,1,170,65535,128,70,8,255
769,34734,460400745,10,3631,2,1,65535,488,65535,65535,255,0
770,34783,460400745,0,3807,2,1,172,65535,114,70,6,255
771,34837,460400745,0,3698,2,0,750,342,500,68,255,255
772,34868,460400745,10,1213,2,1,65535,134,65535,65535,255,0
773,34897,460400745,13,156,2,0,65535,65535,504,65535,255,255
774,34926,460400745,13,2966,2,0,65535,65535,542,65535,255,255
775,34955,460400745,13,4032,2,0,65535,65535,110,65535,255,255
776,34987,460400745,6,3014,2,1,6,65535,65535,65535,255,2
777,35016,460400745,13,3883,2,0,65535,65535,102,65535,255,255
778,35045,460400745,13,3592,2,0,65535,65535,548,65535,255,255
779,35076,460400745,10,3559,2,1,65535,148,65535,65535,255,0
780,35105,460400745,13,3277,2,0,65535,65535,644,65535,255,255
781,35136,460400745,10,3363,2,1,65535,44,65535,65535,255,1
782,35165,460400745,13,1338,2,0,65535,65535,420,65535,255,255
783,35196,460400745,10,3926,2,1,65535,498,65535,65535,255,0
784,35245,460400745,0,3478,2,1,178,65535,106,42,10,255
785,35294,460400745,0,1508,2,1,168,65535,108,72,4,255
786,35325,460400745,10,4038,2,1,65535,172,65535,65535,255,0
787,35374,460400745,0,4086,2,1,164,65535,106,68,8,255
788,35405,460400745,10,1287,2,1,65535,138,65535,65535,255,0
789,35459,460400745,0,4019,2,0,1018,584,502,40,255,255
790,35508,460400745,0,4017,2,1,166,65535,110,70,8,255
791,35557,460400745,0,3907,2,1,186,65535,106,42,12,255
792,35611,460400745,0,3300,2,0,914,524,488,68,255,255
793,35660,460400745,0,3141,2,1,166,65535,102,68,6,255
794,35709,460400745,0,345,2,1,184,65535,102,42,10,255
795,35763,460400745,0,3264,2,0,852,484,436,42,255,255
796,35817,460400745,0,3794,2,0,796,418,442,40,255,255
797,35866,460400745,0,3063,2,1,184,65535,104,44,12,255
798,35915,460400745,0,2320,2,1,168,65535,114,68,6,255
799,35964,460400745,0,3808,2,1,188,65535,106,58,10,255
800,36018,460400745,0,3533,2,0,1450,8,498,44,255,255
801,36072,460400745,0,3825,2,0,1170,702,566,66,255,255
802,36121,460400745,0,2966,2,1,166,65535,106,70,8,255
803,36150,460400745,13,3785,2,0,65535,65535,102,65535,255,255
804,36199,460400745,0,3650,2,1,168,65535,110,70,6,255
805,36248,460400745,0,2982,2,1,168,65535,102,70,8,255
806,36297,460400745,0,3856,3,1,184,65535,112,44,12,255
807,36346,460400745,0,3738,3,1,168,65535,108,72,8,255
808,36395,460400745,0,3990,3,1,174,65535,110,68,8,255
809,36444,460400745,0,2841,3,1,168,65535,116,70,6,255
810,36493,460400745,0,3395,3,1,176,65535,100,76,10,255
811,36542,460400745,0,2921,3,1,178,65535,112,40,12,255
812,36591,460400745,0,2522,3,1,174,65535,106,72,6,255
813,36640,460400745,0,3361,3,1,162,65535,104,2,16,255
814,36694,460400745,0,3535,3,0,1408,8,484,70,255,255
815,36748,460400745,0,3949,3,0,904,580,418,66,255,255
816,36802,460400745,0,3771,3,0,866,484,448,40,255,255
817,36851,460400745,0,3597,3,1,164,65535,108,68,8,255
818,36900,460400745,0,3765,3,1,164,65535,96,70,8,255
819,36949,460400745,0,4090,3,1,184,65535,120,68,6,255
820,36998,460400745,0,2074,3,1,184,65535,108,46,12,255
821,37047,460400745,0,3995,3,1,166,65535,114,70,8,255
822,37076,460400745,13,3569,3,0,65535,65535,108,65535,255,255
823,37125,460400745,0,2940,3,1,168,65535,106,70,8,255
824,37179,460400745,0,3401,3,0,804,478,420,68,255,255
825,37228,460400745,0,2181,3,1,164,65535,106,68,8,255
826,37277,460400745,0,3010,3,1,166,65535,98,70,10,255
827,37326,460400745,0,2733,3,1,166,65535,100,66,8,255
828,37380,460400745,0,3853,3,0,1462,990,572,64,255,255
829,37412,460400745,6,4090,3,1,32,65535,65535,65535,255,3
830,37461,460400745,0,2078,3,1,410,65535,174,4,0,255
831,37510,460400745,0,4080,3,1,212,65535,96,70,12,255
832,37542,460400745,6,3705,3,1,186,65535,65535,65535,255,1
833,37574,460400745,6,3596,3,1,184,65535,65535,65535,255,1
834,37606,460400745,6,3891,3,1,22,65535,65535,65535,255,2
835,37638,460400745,6,3965,3,1,36,65535,65535,65535,255,2
836,37670,460400745,6,1975,3,1,170,65535,65535,65535,255,0
837,37701,460400745,10,3055,3,1,65535,142,65535,65535,255,0
838,37732,460400745,10,3856,3,1,65535,142,65535,65535,255,0
839,37764,460400745,6,3413,3,1,8,65535,65535,65535,255,2
840,37796,460400745,6,3943,3,1,166,65535,65535,65535,255,0
841,37827,460400745,10,2343,3,1,65535,442,65535,65535,255,0
842,37876,460400745,0,3578,3,1,180,65535,118,66,8,255
843,37905,460400745,13,4094,3,0,65535,65535,468,65535,255,255
844,37937,460400745,6,3805,3,1,16,65535,65535,65535,255,2
845,37986,460400745,0,3831,3,1,170,65535,114,70,8,255
846,38040,460400745,0,3661,3,0,788,414,464,66,255,255
847,38089,460400745,0,1912,3,1,164,65535,104,70,6,255
848,38138,460400745,0,3999,3,1,212,65535,118,50,8,255
849,38187,460400745,0,2760,3,1,166,65535,102,68,6,255
850,38236,460400745,0,3610,3,1,184,65535,108,74,10,255
851,38285,460400745,0,3736,4,1,170,65535,102,70,6,255
852,38334,460400745,0,4090,4,1,162,65535,114,68,6,255
853,38363,460400745,13,2576,4,0,65535,65535,424,65535,255,255
854,38395,460400745,6,3033,4,1,184,65535,65535,65535,255,1
855,38449,460400745,0,3401,4,0,898,496,494,62,255,255
856,38498,460400745,0,2309,4,1,174,65535,104,68,8,255
857,38527,460400745,13,3735,4,0,65535,65535,102,65535,255,255
858,38558,460400745,10,3707,4,1,65535,140,65535,65535,255,1
859,38589,460400745,10,2304,4,1,65535,40,65535,65535,255,1
860,38620,460400745,10,3555,4,1,65535,8,65535,65535,255,0
861,38669,460400745,0,3284,4,1,164,65535,102,70,6,255
862,38700,460400745,10,3199,4,1,65535,40,65535,65535,255,0
863,38732,460400745,6,3852,4,1,766,65535,65535,65535,255,0
864,38761,460400745,13,3065,4,0,65535,65535,538,65535,255,255
865,38810,460400745,0,4058,4,1,166,65535,106,70,6,255
866,38859,460400745,0,3755,4,1,172,65535,124,66,6,255
867,38908,460400745,0,2442,4,1,172,65535,104,70,4,255
868,38957,460400745,0,3087,4,1,166,65535,106,68,8,255
869,39011,460400745,0,3982,4,0,1166,768,496,66,255,255
870,39065,460400745,0,3903,4,0,762,424,410,44,255,255
871,39097,460400745,6,3512,4,1,180,65535,65535,65535,255,1
872,39146,460400745,0,4034,4,1,182,65535,108,44,10,255
873,39200,460400745,0,3414,4,0,982,546,514,48,255,255
874,39249,460400745,0,3777,4,1,176,65535,126,68,8,255
875,39303,460400745,0,4028,4,0,906,536,464,68,255,255
876,39357,460400745,0,3291,4,0,1104,662,540,68,255,255
877,39406,460400745,0,3478,4,1,166,65535,104,68,10,255
878,39455,460400745,0,3763,4,1,116,65535,104,58,16,255
879,39509,460400745,0,3575,4,0,1050,630,518,68,255,255
880,39563,460400745,0,4095,4,0,832,516,412,68,255,255
881,39612,460400745,0,3437,4,1,178,65535,100,40,14,255
882,39666,460400745,0,2884,4,0,2,38,2,34,255,255
883,39698,460400745,6,2367,4,1,24,65535,65535,65535,255,3
884,39730,460400745,6,3831,4,1,502,65535,65535,65535,255,2
885,39779,460400745,0,3768,4,1,162,65535,98,70,8,255
886,39828,460400745,0,3622,4,1,182,65535,110,40,10,255
887,39859,460400745,10,3895,4,1,65535,156,65535,65535,255,0
888,39908,460400745,0,3955,4,1,166,65535,106,68,8,255
889,39962,460400745,0,2016,4,0,936,504,530,68,255,255
890,40011,460400745,0,3827,4,1,164,65535,96,72,8,255
891,40043,460400745,6,4091,4,1,162,65535,65535,65535,255,0
892,40072,460400745,13,3716,4,0,65535,65535,112,65535,255,255
893,40103,460400745,10,3882,4,1,65535,18,65535,65535,255,1
894,40135,460400745,6,3879,4,1,14,65535,65535,65535,255,2
895,40164,460400745,13,4089,4,0,65535,65535,592,65535,255,255
896,40193,460400745,13,1865,4,0,65535,65535,474,65535,255,255
897,40224,460400745,10,3543,4,1,65535,22,65535,65535,255,1
898,40253,460400745,13,3502,4,0,65535,65535,110,65535,255,255
899,40282,460400745,13,3653,5,0,65535,65535,568,65535,255,255
900,40314,460400745,6,3290,5,1,8,65535,65535,65535,255,2
901,40345,460400745,10,2620,5,1,65535,14,65535,65535,255,1
902,40376,460400745,10,3917,5,1,65535,40,65535,65535,255,2
903,40408,460400745,6,3682,5,1,24,65535,65535,65535,255,2
904,40439,460400745,10,3371,5,1,65535,54,65535,65535,255,2
905,40470,460400745,10,3995,5,1,65535,44,65535,65535,255,0
906,40519,460400745,0,2816,5,1,160,65535,94,70,6,255
907,40551,460400745,6,3724,5,1,172,65535,65535,65535,255,0
908,40600,460400745,0,3626,5,1,166,65535,110,68,6,255
909,40649,460400745,0,4062,5,1,164,65535,98,70,10,255
910,40681,460400745,6,2741,5,1,28,65535,65535,65535,255,2
911,40735,460400745,0,66,5,0,788,464,402,54,255,255
912,40784,460400745,0,2216,5,1,174,65535,94,44,12,255
913,40838,460400745,0,4050,5,0,1670,192,532,42,255,255
914,40892,460400745,0,3885,5,0,1190,650,634,66,255,255
915,40946,460400745,0,3131,5,0,1094,650,518,44,255,255
916,40995,460400745,0,3892,5,1,180,65535,102,46,12,255
917,41044,460400745,0,3976,5,1,160,65535,100,68,8,255
918,41075,460400745,10,3470,5,1,65535,44,65535,65535,255,1
919,41129,460400745,0,2586,5,0,916,532,476,62,255,255
920,41183,460400745,0,3208,5,0,902,528,466,66,255,255
921,41232,460400745,0,4072,5,1,174,65535,98,44,12,255
922,41281,460400745,0,4038,5,1,164,65535,96,70,8,255
923,41335,460400745,0,4089,5,0,946,512,528,68,255,255
924,41384,460400745,0,3924,5,1,188,65535,120,40,8,255
925,41438,460400745,0,3631,5,0,820,468,450,70,255,255
926,41467,460400745,13,3143,5,0,65535,65535,522,65535,255,255
927,41521,460400745,0,3440,5,0,894,498,494,70,255,255
928,41575,460400745,0,3950,5,0,814,442,440,44,255,255
929,41629,460400745,0,1460,5,0,768,348,512,68,255,255
930,41678,460400745,0,3980,5,1,160,65535,92,70,6,255
931,41727,460400745,0,3100,5,1,172,65535,104,72,6,255
932,41781,460400745,0,3811,5,0,1088,622,562,68,255,255
933,41835,460400745,0,3876,5,0,824,476,444,70,255,255
934,41866,460400745,10,3664,5,1,65535,138,65535,65535,255,1
935,41897,460400745,10,3578,5,1,65535,48,65535,65535,255,1
936,41951,460400745,0,3997,5,0,1158,638,590,42,255,255
937,42005,460400745,0,3467,5,0,1030,568,532,42,255,255
938,42034,460400745,13,3994,5,0,65535,65535,14,65535,255,255
939,42065,460400745,10,3676,5,1,65535,44,65535,65535,255,1
940,42094,460400745,13,3967,5,0,65535,65535,414,65535,255,255
941,42125,460400745,10,4073,5,1,65535,48,65535,65535,255,1
942,42154,460400745,13,3907,6,0,65535,65535,488,65535,255,255
943,42183,460400745,13,3841,6,0,65535,65535,502,65535,255,255
944,42215,460400745,6,3650,6,1,916,65535,65535,65535,255,0
945,42247,460400745,6,2968,6,1,4,65535,65535,65535,255,2
946,42276,460400745,13,2752,6,0,65535,65535,576,65535,255,255
947,42307,460400745,10,3507,6,1,65535,38,65535,65535,255,1
948,42336,460400745,13,4076,6,0,65535,65535,520,65535,255,255
949,42365,460400745,13,3669,6,0,65535,65535,86,65535,255,255
950,42419,460400745,0,1851,6,0,856,500,446,64,255,255
951,42451,460400745,6,2950,6,1,160,65535,65535,65535,255,0
952,42482,460400745,10,3547,6,1,65535,526,65535,65535,255,3
953,42513,460400745,10,4025,6,1,65535,152,65535,65535,255,0
954,42544,460400745,10,3631,6,1,65535,156,65535,65535,255,0
955,42593,460400745,0,3323,6,1,174,65535,110,42,10,255
956,42624,460400745,10,1774,6,1,65535,40,65535,65535,255,1
957,42673,460400745,0,3607,6,1,170,65535,88,50,10,255
958,42702,460400745,13,86,6,0,65535,65535,480,65535,255,255
959,42756,460400745,0,2096,6,0,910,568,440,68,255,255
960,42785,460400745,13,4067,6,0,65535,65535,462,65535,255,255
961,42834,460400745,0,4030,6,1,178,65535,100,44,12,255
962,42888,460400745,0,3310,6,0,898,522,446,42,255,255
963,42917,460400745,13,3801,6,0,65535,65535,254,65535,255,255
964,42948,460400745,10,2310,6,1,65535,128,65535,65535,255,0
965,43002,460400745,0,885,6,0,1084,608,566,62,255,255
966,43056,460400745,0,4025,6,0,966,560,474,40,255,255
967,43110,460400745,0,4048,6,0,1012,620,488,68,255,255
968,43164,460400745,0,4021,6,0,778,456,414,68,255,255
969,43218,460400745,0,3639,6,0,886,498,452,38,255,255
970,43272,460400745,0,3823,6,0,870,488,446,40,255,255
971,43326,460400745,0,2453,6,0,740,444,390,70,255,255
972,43375,460400745,0,1349,6,1,162,65535,94,68,8,255
973,43407,460400745,6,2899,7,1,40,65535,65535,65535,255,3
974,43456,460400745,0,3881,7,1,154,65535,94,66,6,255
975,43488,460400745,6,3125,7,1,12,65535,65535,65535,255,3
976,43519,460400745,10,3683,7,1,65535,132,65535,65535,255,0
977,43568,460400745,0,439,7,1,150,65535,88,66,8,255
978,43597,460400745,13,3666,7,0,65535,65535,98,65535,255,255
979,43651,460400745,0,20,7,0,926,524,496,66,255,255
980,43682,460400745,10,3232,7,1,65535,156,65535,65535,255,0
981,43713,460400745,10,3627,7,1,65535,8,65535,65535,255,1
982,43744,460400745,10,3580,7,1,65535,50,65535,65535,255,0
983,43773,460400745,13,3839,7,0,65535,65535,100,65535,255,255
984,43802,460400745,13,3378,7,0,65535,65535,360,65535,255,255
985,43831,460400745,13,3639,7,0,65535,65535,440,65535,255,255
986,43860,460400745,13,778,7,0,65535,65535,104,65535,255,255
987,43892,460400745,6,3313,7,1,8,65535,65535,65535,255,2
988,43924,460400745,6,4053,7,1,26,65535,65535,65535,255,3
989,43953,460400745,13,3143,7,0,65535,65535,148,65535,255,255
990,43984,460400745,10,3137,7,1,65535,38,65535,65535,255,1
991,44013,460400745,13,2789,7,0,65535,65535,88,65535,255,255
992,44044,460400745,10,4040,7,1,65535,42,65535,65535,255,1
993,44093,460400745,0,2747,7,1,158,65535,82,46,8,255
994,44124,460400745,10,4019,7,1,65535,46,65535,65535,255,0
995,44173,460400745,0,3058,7,1,158,65535,96,68,8,255
996,44222,460400745,0,3638,7,1,156,65535,106,66,8,255
997,44271,460400745,0,2618,7,1,150,65535,100,68,8,255
998,44320,460400745,0,3862,7,1,150,65535,100,66,8,255
999,44369,460400745,0,3320,7,1,156,65535,96,66,8,255
1000,44418,460400745,0,3943,7,1,150,65535,100,66,10,255
1001,44467,460400745,0,3904,7,1,154,65535,86,68,8,255
1002,44516,460400745,0,4090,1,1,148,65535,96,66,12,255
1003,44565,460400745,0,4013,1,1,178,65535,118,44,10,255
1004,44596,460400745,10,4072,1,1,65535,46,65535,65535,255,0
1005,44645,460400745,0,4090,1,1,192,65535,116,54,10,255
1006,44677,460400745,6,3842,1,1,54,65535,65535,65535,255,3
1007,44726,460400745,0,4090,1,1,172,65535,116,68,8,255
1008,44758,460400745,6,3956,1,1,166,65535,65535,65535,255,0
1009,44790,460400745,6,3226,1,1,168,65535,65535,65535,255,0
1010,44839,460400745,0,2902,1,1,188,65535,120,40,10,255
1011,44868,460400745,13,2753,1,0,65535,65535,114,65535,255,255
1012,44900,460400745,6,4072,1,1,184,65535,65535,65535,255,0
1013,44949,460400745,0,3863,1,1,168,65535,106,68,6,255
1014,44998,460400745,0,3946,1,1,168,65535,104,72,8,255
1015,45029,460400745,10,3936,1,1,65535,136,65535,65535,255,0
1016,45078,460400745,0,3955,1,1,166,65535,104,40,10,255
1017,45107,460400745,13,2650,1,0,65535,65535,96,65535,255,255
1018,45139,460400745,6,2875,1,1,184,65535,65535,65535,255,1
1019,45188,460400745,0,3956,1,1,152,65535,98,66,10,255
1020,45237,460400745,0,2962,1,1,180,65535,116,42,12,255
1021,45286,460400745,0,3526,1,1,156,65535,100,74,8,255
1022,45340,460400745,0,3598,1,0,1270,870,476,44,255,255
1023,45394,460400745,0,3044,1,0,798,458,434,68,255,255
1024,45448,460400745,0,3920,1,0,732,408,420,68,255,255
1025,45502,460400745,0,3280,1,0,978,540,534,68,255,255
1026,45551,460400745,0,3773,1,1,172,65535,94,44,10,255
1027,45600,460400745,0,4037,1,1,154,65535,108,66,8,255
1028,45629,460400745,13,3438,1,0,65535,65535,120,65535,255,255
1029,45678,460400745,0,3348,1,1,146,65535,106,68,8,255
1030,45727,460400745,0,3752,1,1,178,65535,104,44,10,255
1031,45776,460400745,0,4091,1,1,150,65535,104,66,10,255
1032,45825,460400745,0,621,1,1,150,65535,98,66,10,255
1033,45874,460400745,0,3774,1,1,148,65535,94,66,12,255
1034,45903,460400745,13,3215,1,0,65535,65535,114,65535,255,255
1035,45957,460400745,0,3597,1,0,802,468,430,70,255,255
1036,46011,460400745,0,2547,1,0,828,478,448,70,255,255
1037,46060,460400745,0,2989,1,1,168,65535,110,72,6,255
1038,46109,460400745,0,3943,1,1,156,65535,100,66,8,255
1039,46163,460400745,0,3525,1,0,866,496,436,38,255,255
1040,46212,460400745,0,3049,1,1,166,65535,98,42,14,255
1041,46244,460400745,6,4022,1,1,166,65535,65535,65535,255,0
1042,46273,460400745,13,3741,1,0,65535,65535,112,65535,255,255
1043,46302,460400745,13,3539,1,0,65535,65535,88,65535,255,255
1044,46351,460400745,0,3047,1,1,158,65535,106,72,8,255
1045,46400,460400745,0,4014,1,1,156,65535,98,38,12,255
1046,46454,460400745,0,3531,1,0,832,488,436,64,255,255
1047,46486,460400745,6,3801,1,1,742,65535,65535,65535,255,0
1048,46518,460400745,6,4028,1,1,498,65535,65535,65535,255,2
1049,46547,460400745,13,3933,1,0,65535,65535,286,65535,255,255
1050,46576,460400745,13,3611,1,0,65535,65535,96,65535,255,255
1051,46630,460400745,0,3974,1,0,830,516,410,70,255,255
1052,46659,460400745,13,3882,1,0,65535,65535,108,65535,255,255
1053,46708,460400745,0,3930,1,1,154,65535,92,66,8,255
1054,46740,460400745,6,3998,1,1,8,65535,65535,65535,255,2
1055,46772,460400745,6,2820,1,1,14,65535,65535,65535,255,2
1056,46801,460400745,13,2702,1,0,65535,65535,114,65535,255,255
1057,46832,460400745,10,3522,2,1,65535,148,65535,65535,255,0
1058,46863,460400745,10,2219,2,1,65535,148,65535,65535,255,0
1059,46895,460400745,6,1903,2,1,182,65535,65535,65535,255,1
1060,46924,460400745,13,3132,2,0,65535,65535,104,65535,255,255
1061,46956,460400745,6,3887,2,1,842,65535,65535,65535,255,0
1062,47005,460400745,0,3953,2,1,170,65535,110,70,8,255
1063,47034,460400745,13,4024,2,0,65535,65535,104,65535,255,255
1064,47065,460400745,10,2710,2,1,65535,26,65535,65535,255,1
1065,47097,460400745,6,3953,2,1,8,65535,65535,65535,255,2
1066,47126,460400745,13,3784,2,0,65535,65535,410,65535,255,255
1067,47155,460400745,13,4026,2,0,65535,65535,628,65535,255,255
1068,47186,460400745,10,3910,2,1,65535,132,65535,65535,255,1
1069,47215,460400745,13,3921,2,0,65535,65535,102,65535,255,255
1070,47247,460400745,6,3990,2,1,170,65535,65535,65535,255,0
1071,47276,460400745,13,430,2,0,65535,65535,580,65535,255,255
1072,47305,460400745,13,3054,2,0,65535,65535,112,65535,255,255
1073,47354,460400745,0,3853,2,1,168,65535,108,72,6,255
1074,47386,460400745,6,3351,2,1,174,65535,65535,65535,255,1
1075,47440,460400745,0,3439,2,0,768,424,412,42,255,255
1076,47489,460400745,0,3933,2,1,164,65535,100,70,6,255
1077,47538,460400745,0,3344,2,1,180,65535,106,46,14,255
1078,47587,460400745,0,3542,2,1,174,65535,108,70,6,255
1079,47636,460400745,0,3916,2,1,182,65535,106,42,12,255
1080,47690,460400745,0,3852,2,0,868,492,470,66,255,255
1081,47739,460400745,0,3557,2,1,166,65535,106,70,6,255
1082,47788,460400745,0,4058,2,1,168,65535,114,70,8,255
1083,47837,460400745,0,3116,2,1,172,65535,106,68,8,255
1084,47866,460400745,13,3426,2,0,65535,65535,96,65535,255,255
1085,47897,460400745,10,3627,2,1,65535,138,65535,65535,255,0
1086,47926,460400745,13,2075,2,0,65535,65535,100,65535,255,255
1087,47958,460400745,6,3028,2,1,168,65535,65535,65535,255,0
1088,48007,460400745,0,3615,2,1,168,65535,102,68,8,255
1089,48056,460400745,0,3112,2,1,174,65535,100,44,12,255
1090,48085,460400745,13,4029,3,0,65535,65535,122,65535,255,255
1091,48139,460400745,0,867,3,0,1052,680,476,70,255,255
1092,48188,460400745,0,3383,3,1,168,65535,104,70,6,255
1093,48237,460400745,0,1924,3,1,164,65535,104,68,8,255
1094,48286,460400745,0,4007,3,1,168,65535,106,68,8,255
1095,48335,460400745,0,3180,3,1,164,65535,106,68,8,255
1096,48384,460400745,0,3647,3,1,164,65535,108,70,8,255
1097,48433,460400745,0,3570,3,1,180,65535,114,44,10,255
1098,48482,460400745,0,3947,3,1,250,65535,174,40,6,255
1099,48531,460400745,0,3950,3,1,120,65535,54,66,12,255
1100,48580,460400745,0,3785,3,1,180,65535,106,44,10,255
1101,48629,460400745,0,3603,3,1,186,65535,120,42,10,255
1102,48678,460400745,0,3789,3,1,168,65535,100,70,8,255
1103,48707,460400745,13,3755,3,0,65535,65535,98,65535,255,255
1104,48756,460400745,0,1186,3,1,166,65535,102,68,8,255
1105,48785,460400745,13,3000,3,0,65535,65535,108,65535,255,255
1106,48816,460400745,10,3620,3,1,65535,154,65535,65535,255,0
1107,48865,460400745,0,3450,3,1,182,65535,108,46,10,255
1108,48914,460400745,0,4046,3,1,168,65535,110,70,8,255
1109,48963,460400745,0,3650,3,1,158,65535,106,70,6,255
1110,49012,460400745,0,3658,3,1,240,65535,102,40,10,255
1111,49066,460400745,0,3775,3,0,1184,754,500,40,255,255
1112,49115,460400745,0,3573,3,1,166,65535,106,70,6,255
1113,49144,460400745,13,3971,3,0,65535,65535,496,65535,255,255
1114,49176,460400745,6,3495,3,1,962,65535,65535,65535,255,0
1115,49205,460400745,13,2497,3,0,65535,65535,110,65535,255,255
