DE,bit_pos,SHCOARSE,ABSENT,DE TIME,EGY,MODE,TOF0,TOF1,TOF2,TOF3,CKSM,POS
239,11234,460400745,10,1945,5,1,65535,138,65535,65535,255,0
240,11266,460400745,6,3774,5,1,22,65535,65535,65535,255,2
241,11298,460400745,6,3180,5,1,14,65535,65535,65535,255,2
242,11330,460400745,6,3340,5,1,2,65535,65535,65535,255,2
243,11361,460400745,10,4018,5,1,65535,158,65535,65535,255,0
244,11410,460400745,0,3294,5,1,160,65535,98,70,6,255
245,11459,460400745,0,3252,5,1,162,65535,96,68,10,255
246,11508,460400745,0,4011,5,1,182,65535,118,40,10,255
247,11557,460400745,0,3638,5,1,198,65535,100,44,10,255
248,11611,460400745,0,3035,5,0,894,528,460,68,255,255
249,11660,460400745,0,3948,5,1,166,65535,90,72,8,255
250,11714,460400745,0,3941,5,0,882,470,478,40,255,255
251,11768,460400745,0,1631,5,0,862,486,472,68,255,255
252,11822,460400745,0,3976,5,0,914,500,444,2,255,255
253,11871,460400745,0,3134,5,1,162,65535,98,70,8,255
254,11925,460400745,0,3340,5,0,976,30,1012,42,255,255
255,11979,460400745,0,3962,5,0,1440,918,598,42,255,255
256,12028,460400745,0,4077,5,1,160,65535,94,72,8,255
257,12077,460400745,0,3988,5,1,166,65535,100,70,6,255
258,12126,460400745,0,4076,5,1,162,65535,98,70,6,255
259,12180,460400745,0,4003,5,0,932,550,478,68,255,255
260,12234,460400745,0,3503,5,0,800,484,416,70,255,255
261,12283,460400745,0,3648,5,1,186,65535,100,46,10,255
262,12337,460400745,0,3584,5,0,1234,740,594,68,255,255
263,12386,460400745,0,4093,5,1,174,65535,96,44,10,255
264,12435,460400745,0,3560,5,1,158,65535,92,70,6,255
265,12484,460400745,0,3652,5,1,168,65535,104,70,6,255
266,12538,460400745,0,3870,5,0,1188,868,414,66,255,255
267,12587,460400745,0,3797,5,1,162,65535,94,72,10,255
268,12636,460400745,0,1393,5,1,172,65535,94,44,12,255
269,12685,460400745,0,3540,5,1,204,65535,132,44,8,255
270,12734,460400745,0,3942,5,1,168,65535,104,70,8,255
271,12788,460400745,0,4050,5,0,1222,764,530,40,255,255
272,12837,460400745,0,4083,5,1,164,65535,100,68,8,255
273,12891,460400745,0,3964,5,0,938,564,470,68,255,255
274,12940,460400745,0,3001,5,1,164,65535,102,68,6,255
275,12994,460400745,0,4064,5,0,792,450,436,68,255,255
276,13043,460400745,0,3971,5,1,164,65535,94,70,8,255
277,13092,460400745,0,3926,5,1,158,65535,92,70,6,255
278,13141,460400745,0,3894,5,1,178,65535,104,42,12,255
279,13190,460400745,0,2050,5,1,158,65535,104,68,8,255
280,13239,460400745,0,3879,5,1,170,65535,94,70,8,255
281,13293,460400745,0,3983,5,0,930,540,486,68,255,255
282,13342,460400745,0,3699,5,1,224,65535,100,68,12,255
283,13373,460400745,10,3776,6,1,65535,112,65535,65535,255,1
284,13427,460400745,0,3773,6,0,1394,952,516,40,255,255
285,13481,460400745,0,2945,6,0,1116,636,578,68,255,255
286,13510,460400745,13,3717,6,0,65535,65535,458,65535,255,255
287,13542,460400745,6,3560,6,1,744,65535,65535,65535,255,1
288,13571,460400745,13,3535,6,0,65535,65535,490,65535,255,255
289,13603,460400745,6,3199,6,1,12,65535,65535,65535,255,2
290,13634,460400745,10,3703,6,1,65535,904,65535,65535,255,2
291,13666,460400745,6,3579,6,1,12,65535,65535,65535,255,2
292,13698,460400745,6,3960,6,1,38,65535,65535,65535,255,3
293,13747,460400745,0,4069,6,1,162,65535,86,72,10,255
294,13779,460400745,6,3919,6,1,26,65535,65535,65535,255,2
295,13811,460400745,6,4051,6,1,34,65535,65535,65535,255,3
296,13842,460400745,10,3562,6,1,65535,52,65535,65535,255,1
297,13873,460400745,10,1603,6,1,65535,38,65535,65535,255,1
298,13922,460400745,0,3268,6,1,156,65535,92,68,8,255
299,13971,460400745,0,3865,6,1,158,65535,94,70,10,255
300,14000,460400745,13,3382,6,0,65535,65535,446,65535,255,255
301,14031,460400745,10,3992,6,1,65535,526,65535,65535,255,2
302,14085,460400745,0,4031,6,0,966,544,518,68,255,255
303,14134,460400745,0,3695,6,1,176,65535,104,42,10,255
304,14183,460400745,0,3872,6,1,162,65535,98,68,8,255
305,14237,460400745,0,4080,6,0,1130,756,448,42,255,255
306,14286,460400745,0,3404,6,1,160,65535,98,68,6,255
307,14317,460400745,10,2754,6,1,65535,58,65535,65535,255,0
308,14366,460400745,0,1709,6,1,160,65535,106,68,8,255
309,14420,460400745,0,2175,6,0,878,508,462,66,255,255
310,14474,460400745,0,3013,6,0,1056,662,466,42,255,255
311,14528,460400745,0,3276,6,0,640,368,336,42,255,255
312,14582,460400745,0,3938,6,0,914,520,460,38,255,255
313,14631,460400745,0,3658,6,1,164,65535,94,74,8,255
314,14685,460400745,0,3212,6,0,864,536,430,76,255,255
315,14739,460400745,0,3606,6,0,740,418,414,66,255,255
316,14788,460400745,0,2884,6,1,170,65535,94,44,12,255
317,14842,460400745,0,3961,6,0,1862,250,668,42,255,255
318,14896,460400745,0,3742,6,0,1750,826,0,66,255,255
319,14950,460400745,0,3794,6,0,808,498,404,66,255,255
320,15004,460400745,0,2892,6,0,950,560,458,42,255,255
321,15058,460400745,0,3474,6,0,886,514,468,68,255,255
322,15107,460400745,0,3021,6,1,174,65535,96,60,10,255
323,15156,460400745,0,3556,6,1,178,65535,108,44,10,255
324,15210,460400745,0,3437,6,0,1076,662,512,66,255,255
325,15259,460400745,0,3643,6,1,168,65535,172,68,6,255
326,15313,460400745,0,3312,6,0,882,480,468,40,255,255
327,15367,460400745,0,4055,7,0,840,410,458,2,255,255
328,15421,460400745,0,2464,7,0,842,502,432,66,255,255
329,15470,460400745,0,3861,7,1,156,65535,98,66,12,255
330,15519,460400745,0,3990,7,1,154,65535,92,66,10,255
331,15568,460400745,0,3826,7,1,156,65535,104,62,8,255
332,15600,460400745,6,2099,7,1,4,65535,65535,65535,255,2
333,15649,460400745,0,1684,7,1,154,65535,100,64,10,255
334,15698,460400745,0,3887,7,1,148,65535,86,66,8,255
335,15729,460400745,10,3903,7,1,65535,44,65535,65535,255,0
336,15778,460400745,0,3768,7,1,174,65535,96,44,14,255
337,15827,460400745,0,3596,7,1,170,65535,100,42,12,255
338,15859,460400745,6,2998,7,1,64,65535,65535,65535,255,2
339,15908,460400745,0,3873,7,1,154,65535,98,62,8,255
340,15940,460400745,6,2566,7,1,20,65535,65535,65535,255,3
341,15972,460400745,6,3646,7,1,898,65535,65535,65535,255,2
342,16001,460400745,13,3622,7,0,65535,65535,86,65535,255,255
343,16033,460400745,6,4004,7,1,20,65535,65535,65535,255,2
344,16062,460400745,13,3634,7,0,65535,65535,88,65535,255,255
345,16094,460400745,6,3830,7,1,152,65535,65535,65535,255,0
346,16143,460400745,0,2825,7,1,166,65535,108,42,12,255
347,16197,460400745,0,3560,7,0,846,496,444,68,255,255
348,16226,460400745,13,4007,7,0,65535,65535,82,65535,255,255
349,16258,460400745,6,2553,7,1,272,65535,65535,65535,255,2
350,16290,460400745,6,2504,7,1,248,65535,65535,65535,255,2
351,16322,460400745,6,2406,7,1,20,65535,65535,65535,255,2
352,16353,460400745,10,3992,7,1,65535,60,65535,65535,255,0
353,16402,460400745,0,3321,7,1,162,65535,88,66,8,255
354,16434,460400745,6,2786,7,1,14,65535,65535,65535,255,2
355,16463,460400745,13,3925,7,0,65535,65535,100,65535,255,255
356,16494,460400745,10,3785,7,1,65535,36,65535,65535,255,1
357,16526,460400745,6,3393,7,1,64,65535,65535,65535,255,2
358,16575,460400745,0,3795,7,1,152,65535,98,66,8,255
359,16624,460400745,0,3901,7,1,164,65535,100,38,10,255
360,16673,460400745,0,3909,7,1,148,65535,84,68,6,255
361,16722,460400745,0,3569,7,1,154,65535,102,64,10,255
362,16771,460400745,0,3916,7,1,146,65535,98,68,8,255
363,16820,460400745,0,3326,7,1,154,65535,106,66,10,255
364,16869,460400745,0,3732,7,1,154,65535,86,66,6,255
365,16918,460400745,0,3951,7,1,170,65535,88,44,12,255
366,16967,460400745,0,2196,7,1,154,65535,100,66,8,255
367,17016,460400745,0,3997,7,1,154,65535,106,70,8,255
368,17065,460400745,0,3286,7,1,148,65535,102,68,8,255
369,17114,460400745,0,2532,7,1,150,65535,102,68,10,255
370,17163,460400745,0,3468,7,1,166,65535,96,40,14,255
371,17217,460400745,0,4090,7,0,868,502,456,64,255,255
372,17266,460400745,0,3980,7,1,136,65535,72,66,10,255
373,17315,460400745,0,3834,7,1,166,65535,94,44,10,255
374,17364,460400745,0,3949,1,1,168,65535,108,68,8,255
375,17413,460400745,0,3398,1,1,182,65535,98,68,10,255
376,17462,460400745,0,3154,1,1,170,65535,114,86,6,255
377,17511,460400745,0,3945,1,1,170,65535,92,70,8,255
378,17543,460400745,6,3877,1,1,186,65535,65535,65535,255,1
379,17575,460400745,6,3411,1,1,170,65535,65535,65535,255,0
380,17624,460400745,0,2021,1,1,166,65535,114,70,6,255
381,17673,460400745,0,3766,1,1,190,65535,108,54,8,255
382,17727,460400745,0,3957,1,0,1036,596,536,68,255,255
383,17776,460400745,0,3525,1,1,172,65535,106,68,6,255
384,17807,460400745,10,4018,1,1,65535,138,65535,65535,255,0
385,17861,460400745,0,3712,1,0,938,600,432,66,255,255
386,17915,460400745,0,3835,1,0,1626,156,546,66,255,255
387,17964,460400745,0,3841,1,1,166,65535,102,68,8,255
388,18013,460400745,0,3331,1,1,162,65535,100,40,12,255
389,18062,460400745,0,3602,1,1,162,65535,102,68,8,255
390,18111,460400745,0,4012,1,1,170,65535,106,68,6,255
391,18165,460400745,0,3027,1,0,1218,770,480,2,255,255
392,18214,460400745,0,3395,1,1,164,65535,106,72,8,255
393,18263,460400745,0,2673,1,1,170,65535,110,68,6,255
394,18312,460400745,0,3919,1,1,164,65535,102,66,10,255
395,18361,460400745,0,3185,1,1,186,65535,114,52,8,255
396,18410,460400745,0,4026,1,1,202,65535,106,46,10,255
397,18464,460400745,0,3988,1,0,960,530,500,42,255,255
398,18513,460400745,0,3661,1,1,172,65535,108,70,6,255
399,18562,460400745,0,3229,1,1,148,65535,92,66,8,255
400,18616,460400745,0,1970,1,0,924,576,446,70,255,255
401,18670,460400745,0,4055,1,0,958,578,446,42,255,255
402,18719,460400745,0,4076,1,1,164,65535,106,68,6,255
403,18768,460400745,0,2758,1,1,172,65535,114,70,8,255
404,18817,460400745,0,2455,1,1,172,65535,106,74,8,255
405,18866,460400745,0,3224,1,1,170,65535,102,70,6,255
406,18915,460400745,0,3725,1,1,186,65535,112,40,12,255
407,18964,460400745,0,3889,1,1,150,65535,80,66,6,255
408,19018,460400745,0,3761,1,0,876,480,490,68,255,255
409,19067,460400745,0,3232,1,1,174,65535,112,68,8,255
410,19116,460400745,0,3659,1,1,178,65535,110,68,8,255
411,19165,460400745,0,3661,1,1,168,65535,102,72,8,255
412,19219,460400745,0,3944,1,0,1034,666,438,40,255,255
413,19268,460400745,0,3744,1,1,170,65535,112,70,6,255
414,19322,460400745,0,2033,1,0,1024,680,442,68,255,255
415,19371,460400745,0,2715,1,1,188,65535,110,46,10,255
416,19420,460400745,0,4034,1,1,140,65535,76,68,8,255
417,19469,460400745,0,2449,1,1,150,65535,94,68,10,255
418,19523,460400745,0,3014,1,0,1828,392,490,40,255,255
419,19572,460400745,0,3576,1,1,168,65535,104,72,6,255
420,19621,460400745,0,3638,1,1,170,65535,98,70,8,255
421,19652,460400745,10,3497,1,1,65535,136,65535,65535,255,0
422,19701,460400745,0,3992,1,1,146,65535,100,68,10,255
423,19750,460400745,0,64,1,1,168,65535,108,68,8,255
424,19779,460400745,13,3336,1,0,65535,65535,492,65535,255,255
425,19828,460400745,0,3762,1,1,178,65535,110,46,12,255
426,19877,460400745,0,3865,1,1,168,65535,114,70,10,255
427,19926,460400745,0,3770,1,1,182,65535,114,46,10,255
428,19955,460400745,13,4021,1,0,65535,65535,498,65535,255,255
429,19987,460400745,6,1811,1,1,38,65535,65535,65535,255,3
430,20036,460400745,0,3012,1,1,162,65535,86,76,8,255
431,20085,460400745,0,4061,1,1,164,65535,92,40,10,255
432,20114,460400745,13,3306,1,0,65535,65535,102,65535,255,255
433,20168,460400745,0,3812,2,0,1428,88,422,68,255,255
434,20217,460400745,0,3746,2,1,166,65535,102,70,6,255
435,20266,460400745,0,2733,2,1,166,65535,106,72,8,255
436,20315,460400745,0,4091,2,1,170,65535,104,70,8,255
437,20364,460400745,0,4080,2,1,178,65535,108,70,6,255
438,20413,460400745,0,3550,2,1,164,65535,98,70,8,255
439,20442,460400745,13,3381,2,0,65535,65535,114,65535,255,255
440,20491,460400745,0,2698,2,1,182,65535,104,42,12,255
441,20540,460400745,0,2475,2,1,172,65535,112,68,8,255
442,20589,460400745,0,4029,2,1,170,65535,114,70,6,255
443,20620,460400745,10,3974,2,1,65535,148,65535,65535,255,0
444,20651,460400745,10,3233,2,1,65535,46,65535,65535,255,0
445,20700,460400745,0,3504,2,1,178,65535,108,44,8,255
446,20732,460400745,6,3965,2,1,30,65535,65535,65535,255,2
447,20761,460400745,13,4015,2,0,65535,65535,98,65535,255,255
448,20793,460400745,6,3706,2,1,32,65535,65535,65535,255,3
449,20825,460400745,6,2958,2,1,42,65535,65535,65535,255,3
450,20854,460400745,13,3621,2,0,65535,65535,112,65535,255,255
451,20886,460400745,6,3226,2,1,164,65535,65535,65535,255,2
452,20918,460400745,6,2947,2,1,522,65535,65535,65535,255,2
453,20950,460400745,6,3760,2,1,192,65535,65535,65535,255,2
454,20981,460400745,10,3999,2,1,65535,126,65535,65535,255,1
455,21030,460400745,0,3072,2,1,188,65535,110,74,6,255
456,21079,460400745,0,2519,2,1,186,65535,116,70,8,255
457,21111,460400745,6,3550,2,1,184,65535,65535,65535,255,0
458,21143,460400745,6,3689,2,1,30,65535,65535,65535,255,3
459,21192,460400745,0,4056,2,1,172,65535,110,68,6,255
460,21241,460400745,0,4074,2,1,166,65535,104,68,8,255
461,21270,460400745,13,3934,2,0,65535,65535,110,65535,255,255
462,21319,460400745,0,3997,2,1,166,65535,98,68,6,255
463,21368,460400745,0,3476,2,1,180,65535,108,72,6,255
464,21417,460400745,0,3961,2,1,166,65535,106,68,10,255
465,21466,460400745,0,3962,2,1,168,65535,110,66,8,255
466,21515,460400745,0,3836,2,1,176,65535,102,42,10,255
467,21564,460400745,0,3520,2,1,168,65535,98,74,8,255
468,21613,460400745,0,3975,2,1,176,65535,104,42,12,255
469,21662,460400745,0,4001,2,1,168,65535,104,70,8,255
470,21711,460400745,0,2709,2,1,180,65535,110,42,12,255
471,21760,460400745,0,3842,2,1,172,65535,120,68,8,255
472,21809,460400745,0,4046,2,1,166,65535,104,70,10,255
473,21858,460400745,0,4077,2,1,182,65535,114,42,10,255
474,21907,460400745,0,2936,2,1,168,65535,106,70,8,255
475,21961,460400745,0,3232,2,0,1122,666,556,68,255,255
476,22010,460400745,0,4092,2,1,176,65535,104,70,6,255
477,22059,460400745,0,4054,2,1,170,65535,114,66,8,255
478,22088,460400745,13,3466,2,0,65535,65535,108,65535,255,255
479,22137,460400745,0,2539,2,1,168,65535,108,70,6,255
480,22186,460400745,0,2008,2,1,168,65535,110,70,8,255
481,22235,460400745,0,3734,3,1,166,65535,102,68,10,255
482,22284,460400745,0,2418,3,1,182,65535,106,42,10,255
483,22333,460400745,0,3263,3,1,164,65535,100,70,6,255
484,22382,460400745,0,2516,3,1,178,65535,100,46,14,255
485,22431,460400745,0,3370,3,1,162,65535,114,68,8,255
486,22480,460400745,0,2443,3,1,176,65535,110,68,6,255
487,22529,460400745,0,3876,3,1,166,65535,102,70,8,255
488,22578,460400745,0,3131,3,1,170,65535,100,72,8,255
489,22627,460400745,0,3650,3,1,166,65535,114,68,6,255
490,22676,460400745,0,3920,3,1,184,65535,104,44,10,255
491,22725,460400745,0,3591,3,1,182,65535,114,40,10,255
492,22774,460400745,0,2927,3,1,176,65535,104,42,10,255
493,22823,460400745,0,3269,3,1,180,65535,112,40,10,255
494,22872,460400745,0,3544,3,1,164,65535,104,68,8,255
495,22921,460400745,0,2267,3,1,168,65535,98,70,8,255
496,22970,460400745,0,3345,3,1,170,65535,102,70,6,255
497,23024,460400745,0,4079,3,0,1176,794,466,56,255,255
498,23078,460400745,0,3988,3,0,1016,602,510,68,255,255
499,23127,460400745,0,1475,3,1,178,65535,106,42,12,255
500,23176,460400745,0,3231,3,1,178,65535,106,72,8,255
501,23225,460400745,0,3992,3,1,170,65535,94,46,10,255
502,23274,460400745,0,3745,3,1,168,65535,110,72,6,255
503,23323,460400745,0,3427,3,1,180,65535,112,70,8,255
504,23352,460400745,13,3881,3,0,65535,65535,94,65535,255,255
505,23401,460400745,0,2060,3,1,154,65535,90,66,10,255
506,23450,460400745,0,2968,3,1,172,65535,104,72,6,255
507,23499,460400745,0,3959,3,1,166,65535,110,68,10,255
508,23530,460400745,10,2857,3,1,65535,136,65535,65535,255,0
509,23559,460400745,13,3729,3,0,65535,65535,72,65535,255,255
510,23590,460400745,10,3457,3,1,65535,68,65535,65535,255,0
511,23619,460400745,13,3497,3,0,65535,65535,620,65535,255,255
512,23648,460400745,13,4087,3,0,65535,65535,566,65535,255,255
513,23697,460400745,0,3750,3,1,166,65535,102,68,6,255
514,23728,460400745,10,3791,3,1,65535,46,65535,65535,255,2
515,23759,460400745,10,4047,3,1,65535,140,65535,65535,255,0
516,23788,460400745,13,3850,3,0,65535,65535,622,65535,255,255
517,23820,460400745,6,2926,3,1,30,65535,65535,65535,255,3
518,23874,460400745,0,3151,3,0,848,524,388,40,255,255
519,23906,460400745,6,4044,3,1,162,65535,65535,65535,255,0
520,23935,460400745,13,3743,3,0,65535,65535,112,65535,255,255
521,23964,460400745,13,3760,3,0,65535,65535,94,65535,255,255
522,23995,460400745,10,2358,3,1,65535,156,65535,65535,255,0
523,24044,460400745,0,2361,3,1,182,65535,110,42,12,255
524,24073,460400745,13,3886,3,0,65535,65535,102,65535,255,255
525,24122,460400745,0,3451,3,1,168,65535,106,68,8,255
526,24151,460400745,13,3785,3,0,65535,65535,104,65535,255,255
527,24183,460400745,6,2351,3,1,24,65535,65535,65535,255,2
528,24232,460400745,0,2709,3,1,180,65535,114,40,12,255
529,24281,460400745,0,3753,3,1,178,65535,100,44,10,255
530,24330,460400745,0,3967,3,1,156,65535,104,70,6,255
531,24379,460400745,0,2667,3,1,178,65535,110,44,8,255
532,24428,460400745,0,3769,3,1,170,65535,108,70,6,255
533,24477,460400745,0,3591,3,1,186,65535,114,42,10,255
534,24506,460400745,13,3319,4,0,65535,65535,120,65535,255,255
535,24555,460400745,0,4009,4,1,156,65535,92,68,8,255
536,24604,460400745,0,3487,4,1,164,65535,106,70,10,255
537,24635,460400745,10,3953,4,1,65535,28,65535,65535,255,1
538,24664,460400745,13,3099,4,0,65535,65535,100,65535,255,255
539,24713,460400745,0,4010,4,1,168,65535,108,70,6,255
540,24762,460400745,0,3494,4,1,164,65535,100,70,8,255
541,24811,460400745,0,3648,4,1,184,65535,106,42,12,255
542,24840,460400745,13,3657,4,0,65535,65535,88,65535,255,255
543,24869,460400745,13,4045,4,0,65535,65535,100,65535,255,255
544,24900,460400745,10,3088,4,1,65535,38,65535,65535,255,1
545,24949,460400745,0,3788,4,1,166,65535,106,68,8,255
546,24980,460400745,10,3528,4,1,65535,490,65535,65535,255,0
547,25029,460400745,0,4065,4,1,156,65535,92,66,6,255
548,25061,460400745,6,3972,4,1,4,65535,65535,65535,255,2
549,25115,460400745,0,3913,4,0,882,448,500,40,255,255
550,25169,460400745,0,3800,4,0,1232,880,424,40,255,255
551,25218,460400745,0,1394,4,1,166,65535,100,70,6,255
552,25272,460400745,0,4020,4,0,894,504,484,66,255,255
553,25321,460400745,0,3424,4,1,184,65535,108,42,12,255
554,25370,460400745,0,3984,4,1,162,65535,100,68,8,255
555,25401,460400745,10,2673,4,1,65535,42,65535,65535,255,1
556,25450,460400745,0,3486,4,1,164,65535,100,70,8,255
557,25504,460400745,0,3816,4,0,854,488,464,70,255,255
558,25558,460400745,0,4036,4,0,760,404,418,38,255,255
559,25607,460400745,0,3080,4,1,162,65535,104,68,6,255
560,25656,460400745,0,3201,4,1,174,65535,118,70,8,255
561,25710,460400745,0,3490,4,0,982,576,502,68,255,255
562,25764,460400745,0,3473,4,0,970,538,526,66,255,255
563,25818,460400745,0,3555,4,0,1022,608,506,64,255,255
564,25867,460400745,0,3822,4,1,178,65535,106,44,12,255
565,25916,460400745,0,3648,4,1,166,65535,106,68,8,255
566,25970,460400745,0,3562,4,0,784,460,418,68,255,255
567,26019,460400745,0,3484,4,1,164,65535,106,70,8,255
568,26068,460400745,0,2082,4,1,162,65535,120,66,6,255
569,26117,460400745,0,2699,4,1,178,65535,100,50,12,255
570,26166,460400745,0,3956,4,1,166,65535,98,70,8,255
571,26215,460400745,0,3927,4,1,170,65535,92,48,12,255
572,26264,460400745,0,3721,4,1,164,65535,108,68,8,255
573,26313,460400745,0,3126,4,1,166,65535,98,72,8,255
574,26367,460400745,0,3613,4,0,1040,596,538,66,255,255
575,26396,460400745,13,3075,4,0,65535,65535,488,65535,255,255
576,26445,460400745,0,3469,4,1,170,65535,106,72,8,255
577,26474,460400745,13,3165,4,0,65535,65535,106,65535,255,255
578,26506,460400745,6,3075,4,1,188,65535,65535,65535,255,1
579,26537,460400745,10,2455,4,1,65535,6,65535,65535,255,1
580,26566,460400745,13,3971,4,0,65535,65535,520,65535,255,255
581,26598,460400745,6,3282,4,1,6,65535,65535,65535,255,2
582,26630,460400745,6,4079,4,1,184,65535,65535,65535,255,1
583,26661,460400745,10,3252,4,1,65535,40,65535,65535,255,1
584,26690,460400745,13,3657,4,0,65535,65535,478,65535,255,255
585,26744,460400745,0,2965,4,0,814,458,422,42,255,255
586,26776,460400745,6,4053,5,1,20,65535,65535,65535,255,2
587,26808,460400745,6,4036,5,1,516,65535,65535,65535,255,2
588,26839,460400745,10,4026,5,1,65535,44,65535,65535,255,1
589,26871,460400745,6,3712,5,1,166,65535,65535,65535,255,0
590,26903,460400745,6,2222,5,1,4,65535,65535,65535,255,2
591,26935,460400745,6,3929,5,1,200,65535,65535,65535,255,0
592,26966,460400745,10,1506,5,1,65535,34,65535,65535,255,1
593,26998,460400745,6,3716,5,1,4,65535,65535,65535,255,2
594,27027,460400745,13,3738,5,0,65535,65535,556,65535,255,255
595,27056,460400745,13,3236,5,0,65535,65535,542,65535,255,255
596,27088,460400745,6,3338,5,1,22,65535,65535,65535,255,2
597,27117,460400745,13,4020,5,0,65535,65535,484,65535,255,255
598,27146,460400745,13,3407,5,0,65535,65535,92,65535,255,255
599,27200,460400745,0,3982,5,0,1406,60,426,68,255,255
600,27231,460400745,10,3770,5,1,65535,36,65535,65535,255,1
601,27280,460400745,0,3867,5,1,174,65535,94,50,10,255
602,27329,460400745,0,3968,5,1,160,65535,98,68,8,255
603,27383,460400745,0,3953,5,0,878,520,426,40,255,255
604,27437,460400745,0,2936,5,0,756,438,414,70,255,255
605,27491,460400745,0,3828,5,0,960,544,516,70,255,255
606,27545,460400745,0,3912,5,0,976,522,522,40,255,255
607,27594,460400745,0,3770,5,1,170,65535,104,70,8,255
608,27648,460400745,0,3468,5,0,890,422,534,40,255,255
609,27702,460400745,0,3300,5,0,768,404,454,64,255,255
610,27756,460400745,0,2902,5,0,910,554,446,62,255,255
611,27810,460400745,0,3394,5,0,1122,720,498,62,255,255
612,27864,460400745,0,1808,5,0,748,434,410,68,255,255
613,27918,460400745,0,3946,5,0,762,442,418,72,255,255
614,27967,460400745,0,4028,5,1,162,65535,92,78,6,255
615,28021,460400745,0,3828,5,0,910,518,486,66,255,255
616,28075,460400745,0,3783,5,0,830,468,458,68,255,255
617,28129,460400745,0,3726,5,0,998,586,508,66,255,255
618,28178,460400745,0,3768,5,1,238,65535,114,36,8,255
619,28232,460400745,0,2087,5,0,898,494,500,66,255,255
620,28286,460400745,0,3198,5,0,750,422,394,40,255,255
621,28335,460400745,0,3543,5,1,166,65535,104,66,8,255
622,28389,460400745,0,2902,5,0,1038,618,516,66,255,255
623,28438,460400745,0,3300,5,1,166,65535,98,74,8,255
624,28487,460400745,0,2336,5,1,164,65535,98,72,8,255
625,28541,460400745,0,3300,5,0,968,592,472,68,255,255
626,28595,460400745,0,3754,5,0,1086,680,472,38,255,255
627,28627,460400745,6,34,5,1,152,65535,65535,65535,255,2
628,28681,460400745,0,3371,5,0,888,494,486,64,255,255
629,28730,460400745,0,4094,5,1,160,65535,94,68,8,255
630,28784,460400745,0,3497,5,0,1486,90,474,64,255,255
631,28815,460400745,10,3746,5,1,65535,40,65535,65535,255,1
632,28864,460400745,0,3917,5,1,162,65535,98,72,6,255
633,28896,460400745,6,3742,5,1,930,65535,65535,65535,255,1
634,28928,460400745,6,3532,5,1,178,65535,65535,65535,255,0
635,28957,460400745,13,3866,6,0,65535,65535,846,65535,255,255
636,28986,460400745,13,2437,6,0,65535,65535,396,65535,255,255
637,29018,460400745,6,3821,6,1,26,65535,65535,65535,255,2
638,29050,460400745,6,3882,6,1,156,65535,65535,65535,255,0
639,29082,460400745,6,4062,6,1,18,65535,65535,65535,255,2
640,29113,460400745,10,2912,6,1,65535,24,65535,65535,255,0
641,29144,460400745,10,4075,6,1,65535,36,65535,65535,255,1
642,29176,460400745,6,2732,6,1,168,65535,65535,65535,255,0
643,29207,460400745,10,3974,6,1,65535,556,65535,65535,255,0
644,29239,460400745,6,3988,6,1,14,65535,65535,65535,255,2
645,29270,460400745,10,3968,6,1,65535,164,65535,65535,255,0
646,29302,460400745,6,3171,6,1,18,65535,65535,65535,255,2
647,29334,460400745,6,3870,6,1,1598,65535,65535,65535,255,0
648,29366,460400745,6,3486,6,1,146,65535,65535,65535,255,2
649,29420,460400745,0,3344,6,0,756,398,424,40,255,255
650,29452,460400745,6,3945,6,1,18,65535,65535,65535,255,2
651,29506,460400745,0,4008,6,0,894,508,454,40,255,255
652,29535,460400745,13,170,6,0,65535,65535,2,65535,255,255
653,29564,460400745,13,3988,6,0,65535,65535,98,65535,255,255
654,29593,460400745,13,2796,6,0,65535,65535,364,65535,255,255
655,29647,460400745,0,2531,6,0,856,536,390,44,255,255
656,29679,460400745,6,3776,6,1,0,65535,65535,65535,255,3
657,29733,460400745,0,2957,6,0,870,478,488,66,255,255
658,29787,460400745,0,3204,6,0,1292,880,482,40,255,255
659,29836,460400745,0,3845,6,1,162,65535,90,66,6,255
660,29865,460400745,13,3651,6,0,65535,65535,534,65535,255,255
661,29914,460400745,0,3957,6,1,196,65535,100,2,16,255
662,29968,460400745,0,1315,6,0,838,476,430,40,255,255
663,30017,460400745,0,3256,6,1,172,65535,92,50,10,255
664,30071,460400745,0,3830,6,0,708,380,392,40,255,255
665,30125,460400745,0,3914,6,0,730,436,388,68,255,255
666,30179,460400745,0,3039,6,0,854,492,446,60,255,255
667,30233,460400745,0,4009,6,0,1042,600,510,38,255,255
668,30282,460400745,0,3149,6,1,162,65535,100,68,8,255
669,30336,460400745,0,3766,6,0,1186,716,568,68,255,255
670,30385,460400745,0,3630,6,1,166,65535,96,42,12,255
671,30434,460400745,0,3995,6,1,172,65535,100,42,10,255
672,30488,460400745,0,3176,6,0,1048,604,514,40,255,255
673,30542,460400745,0,2775,7,0,900,550,422,46,255,255
674,30591,460400745,0,3699,7,1,154,65535,100,66,8,255
675,30640,460400745,0,3925,7,1,150,65535,94,66,10,255
676,30671,460400745,10,3888,7,1,65535,64,65535,65535,255,0
677,30720,460400745,0,4045,7,1,146,65535,110,68,10,255
678,30749,460400745,13,3521,7,0,65535,65535,414,65535,255,255
679,30798,460400745,0,3464,7,1,172,65535,112,42,10,255
680,30830,460400745,6,3194,7,1,12,65535,65535,65535,255,3
